Classification Name,Classification Code,Country Name,Country Code,Time,Time Code,Cost of an energy sufficient diet [CoCA],Cost of a nutrient adequate diet [CoNA],Cost of a healthy diet [CoHD],Cost of a healthy diet relative to the cost of sufficient energy from starchy staples [CoHD_CoCA],Cost of fruits [CoHD_f],Cost of vegetables [CoHD_v],Cost of starchy staples [CoHD_ss],Cost of animal-source foods [CoHD_asf],"Cost of legumes, nuts and seeds [CoHD_lns]",Cost of oils and fats [CoHD_of],Cost share for fruits in a least-cost healthy diet [CoHD_f_prop],Cost share for vegetables in a least-cost healthy diet [CoHD_v_prop],Cost share for starchy staples in a least-cost healthy diet [CoHD_ss_prop],Cost share for animal-sourced foods in a least-cost healthy diet [CoHD_asf_prop],"Cost share for legumes, nuts and seeds in a least-cost healthy diet [CoHD_lns_prop]",Cost share for oils and fats in a least-cost healthy diet [CoHD_of_prop],Cost of fruits relative to the starchy staples in a least-cost healthy diet [CoHD_f_ss],Cost of vegetables relative to the starchy staples in a least-cost healthy diet [CoHD_v_ss],Cost of animal-sourced foods relative to the starchy staples in a least-cost healthy diet [CoHD_asf_ss],"Cost of legumes, nuts and seeds relative to the starchy staples in a least-cost healthy diet [CoHD_lns_ss]",Cost of oils and fats relative to the starchy staples in a least-cost healthy diet [CoHD_of_ss],Affordability of an energy sufficient diet: ratio of cost to the food poverty line [CoCA_pov],Affordability of a nutrient adequate diet: ratio of cost to the food poverty line [CoNA_pov],Affordability of a healthy diet: ratio of cost to the food poverty line [CoHD_pov],Affordability of an energy sufficient diet: ratio of cost to food expenditures [CoCA_fexp],Affordability of a nutrient adequate diet: ratio of cost to food expenditures [CoNA_fexp],Affordability of a healthy diet: ratio of cost to food expenditures [CoHD_fexp],Percent of the population who cannot afford sufficient calories [CoCA_headcount],Percent of the population who cannot afford nutrient adequacy [CoNA_headcount],Percent of the population who cannot afford a healthy diet [CoHD_headcount],Millions of people who cannot afford sufficient calories [CoCA_unafford_n],Millions of people who cannot afford nutrient adequacy [CoNA_unafford_n],Millions of people who cannot afford a healthy diet [CoHD_unafford_n],Population [Pop]
Food Prices for Nutrition 2.0,FPN 2.0,Mauritania,MRT,2021,YR2021,..,..,3.948,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.525,..,..,..,..,..,62.4,..,..,2.9,4614974
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2017,YR2017,0.814,2.519,3.313,4.07,0.565,1.07,0.407,0.876,0.296,0.1,0.171,0.323,0.123,0.264,0.089,0.03,1.39,2.63,2.15,0.73,0.25,0.727,2.249,2.958,0.078,0.242,0.318,0,4.4,10.9,0,0.1,0.1,1264613
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2018,YR2018,..,..,3.396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.032,..,..,..,..,..,9.5,..,..,0.1,1265303
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2019,YR2019,..,..,3.439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.071,..,..,..,..,..,8.6,..,..,0.1,1265711
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2020,YR2020,..,..,3.604,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.218,..,..,..,..,..,14.7,..,..,0.2,1265740
Food Prices for Nutrition 2.0,FPN 2.0,Mauritius,MUS,2021,YR2021,..,..,3.785,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.379,..,..,..,..,..,14,..,..,0.2,1266060
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2017,YR2017,0.643,2.483,2.993,4.65,0.599,0.771,0.411,0.766,0.35,0.096,0.2,0.258,0.137,0.256,0.117,0.032,1.46,1.88,1.86,0.85,0.23,0.574,2.217,2.672,0.082,0.315,0.38,0.7,17.2,24.3,0.9,21.2,29.9,122839258
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2018,YR2018,..,..,3.071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.742,..,..,..,..,..,23.1,..,..,28.7,124013861
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2019,YR2019,..,..,3.039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.713,..,..,..,..,..,21.6,..,..,27,125085311
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2020,YR2020,..,..,3.074,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.745,..,..,..,..,..,23.1,..,..,29.1,125998302
Food Prices for Nutrition 2.0,FPN 2.0,Mexico,MEX,2021,YR2021,..,..,3.205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.862,..,..,..,..,..,20.2,..,..,25.6,126705138
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2017,YR2017,0.737,2.032,3.14,1.54527559055118,0.652,0.601,0.461,0.941,0.345,0.141,0.208,0.191,0.147,0.3,0.11,0.045,1.41,1.3,2.04,0.75,0.31,0.658,1.814,2.804,0.137,0.379,0.575,0.4,13.4,32,1.3,46.6,111.3,395380211
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2018,YR2018,..,..,3.224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.879,..,..,..,..,..,33,..,..,116.9,402520882
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2019,YR2019,..,..,3.319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.963,..,..,..,..,..,33.8,..,..,121.7,409205838
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2020,YR2020,..,..,3.376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.014,..,..,..,..,..,33.7,..,..,123.2,414593143
Food Prices for Nutrition 2.0,FPN 2.0,Middle East & North Africa,MEA,2021,YR2021,..,..,3.554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.174,..,..,..,..,..,34,..,..,126.2,419533447
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2017,YR2017,0.802,1.683,2.46,3.07,0.432,0.339,0.462,0.746,0.36,0.121,0.176,0.138,0.188,0.303,0.146,0.049,0.94,0.73,1.61,0.78,0.26,0.716,1.503,2.196,0.116,0.243,0.355,0,0.3,3.5,0,0,0.1,2755189
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2018,YR2018,..,..,2.571,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.296,..,..,..,..,..,2.8,..,..,0.1,2707203
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2019,YR2019,..,..,2.687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.399,..,..,..,..,..,3.3,..,..,0.1,2664224
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2020,YR2020,..,..,2.814,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.513,..,..,..,..,..,7,..,..,0.2,2635130
Food Prices for Nutrition 2.0,FPN 2.0,Moldova,MDA,2021,YR2021,..,..,2.998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.677,..,..,..,..,..,3.8,..,..,0.1,2615199
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2017,YR2017,0.743,2.259,4.544,6.12,1.921,0.68,0.553,0.756,0.468,0.167,0.423,0.15,0.122,0.166,0.103,0.037,3.47,1.23,1.37,0.85,0.3,0.663,2.017,4.057,0.16,0.487,0.979,0.1,14.4,58.5,0,0.4,1.8,3096030
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2018,YR2018,..,..,4.666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.166,..,..,..,..,..,55.2,..,..,1.7,3163991
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2019,YR2019,..,..,4.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.375,..,..,..,..,..,55,..,..,1.8,3232430
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2020,YR2020,..,..,5.115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.567,..,..,..,..,..,60,..,..,2,3294335
Food Prices for Nutrition 2.0,FPN 2.0,Mongolia,MNG,2021,YR2021,..,..,5.676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.068,..,..,..,..,..,64.1,..,..,2.1,3347782
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2017,YR2017,0.551,2.294,3.397,6.17,0.833,0.829,0.425,0.862,0.367,0.081,0.245,0.244,0.125,0.254,0.108,0.024,1.96,1.95,2.03,0.86,0.19,0.492,2.048,3.033,0.05,0.209,0.31,1.6,9.1,15.9,0,0.1,0.1,622373
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2018,YR2018,..,..,3.428,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.061,..,..,..,..,..,17.2,..,..,0.1,622227
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2019,YR2019,..,..,3.644,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.254,..,..,..,..,..,17.4,..,..,0.1,622028
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2020,YR2020,..,..,3.511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.135,..,..,..,..,..,17.3,..,..,0.1,621306
Food Prices for Nutrition 2.0,FPN 2.0,Montenegro,MNE,2021,YR2021,..,..,3.673,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.279,..,..,..,..,..,14.9,..,..,0.1,619211
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2017,YR2017,1.381,3.684,4.883,3.54,0.876,1.785,0.76,0.799,0.462,0.201,0.179,0.366,0.156,0.164,0.095,0.041,1.15,2.35,1.05,0.61,0.26,1.233,3.289,4.36,0.222,0.591,0.784,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2020,YR2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Montserrat,MSR,2021,YR2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2017,YR2017,0.608,1.912,2.71,4.46,0.539,0.485,0.41,0.798,0.358,0.119,0.199,0.179,0.151,0.294,0.132,0.044,1.31,1.18,1.95,0.87,0.29,0.543,1.707,2.42,0.144,0.452,0.641,0,6.5,17.7,0,2.3,6.3,35528115
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2018,YR2018,..,..,2.752,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.457,..,..,..,..,..,16.8,..,..,6,35927511
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2019,YR2019,..,..,2.759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.463,..,..,..,..,..,15.7,..,..,5.7,36304408
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2020,YR2020,..,..,2.797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.497,..,..,..,..,..,17.7,..,..,6.5,36688772
Food Prices for Nutrition 2.0,FPN 2.0,Morocco,MAR,2021,YR2021,..,..,2.905,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.594,..,..,..,..,..,15.5,..,..,5.7,37076584
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2017,YR2017,0.383,1.969,3.031,7.91,0.389,0.843,0.408,0.993,0.208,0.191,0.128,0.278,0.135,0.328,0.069,0.063,0.95,2.07,2.43,0.51,0.47,0.342,1.758,2.706,0.244,1.255,1.932,13.2,83.3,91.2,3.8,23.8,26.1,28569441
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2018,YR2018,..,..,2.988,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.668,..,..,..,..,..,90.6,..,..,26.7,29423878
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2019,YR2019,..,..,3.057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.729,..,..,..,..,..,90.8,..,..,27.5,30285595
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2020,YR2020,..,..,3.228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.882,..,..,..,..,..,91.9,..,..,28.7,31178239
Food Prices for Nutrition 2.0,FPN 2.0,Mozambique,MOZ,2021,YR2021,..,..,3.548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.168,..,..,..,..,..,92.5,..,..,29.7,32077072
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2017,YR2017,0.91,2.6,3.706,4.07,0.64,0.913,0.645,1.029,0.368,0.111,0.173,0.246,0.174,0.278,0.099,0.03,0.99,1.42,1.6,0.57,0.17,0.813,2.321,3.309,0.254,0.726,1.034,0.7,42.7,71,0.4,22.3,37.1,52288341
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2018,YR2018,..,..,3.786,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.38,..,..,..,..,..,66.6,..,..,35.1,52666014
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2019,YR2019,..,..,3.861,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.447,..,..,..,..,..,63.3,..,..,33.5,53040212
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2020,YR2020,..,..,3.925,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.504,..,..,..,..,..,62.3,..,..,33.3,53423198
Food Prices for Nutrition 2.0,FPN 2.0,Myanmar,MMR,2021,YR2021,..,..,4.206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.755,..,..,..,..,..,73.8,..,..,39.7,53798084
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2017,YR2017,1.009,1.839,3.255,3.23,0.811,0.83,0.571,0.736,0.192,0.115,0.249,0.255,0.175,0.226,0.059,0.035,1.42,1.45,1.29,0.34,0.2,0.901,1.642,2.906,0.304,0.553,0.979,13.9,33.6,55.4,0.3,0.8,1.3,2364534
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2018,YR2018,..,..,3.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.946,..,..,..,..,..,55.2,..,..,1.3,2405680
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2019,YR2019,..,..,3.378,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.016,..,..,..,..,..,56.6,..,..,1.4,2446644
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2020,YR2020,..,..,3.52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.143,..,..,..,..,..,59,..,..,1.5,2489098
Food Prices for Nutrition 2.0,FPN 2.0,Namibia,NAM,2021,YR2021,..,..,3.761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.358,..,..,..,..,..,59.5,..,..,1.5,2530151
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2017,YR2017,0.987,2.565,4.127,4.18,1.025,0.711,0.507,1.38,0.337,0.166,0.248,0.172,0.123,0.334,0.082,0.04,2.02,1.4,2.72,0.66,0.33,0.881,2.29,3.685,0.253,0.657,1.057,2.6,51,80.3,0.7,14.4,22.6,28183426
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2018,YR2018,..,..,4.184,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.736,..,..,..,..,..,77.2,..,..,22,28506712
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2019,YR2019,..,..,4.262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.805,..,..,..,..,..,75,..,..,21.6,28832496
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2020,YR2020,..,..,4.403,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.931,..,..,..,..,..,77.1,..,..,22.6,29348627
Food Prices for Nutrition 2.0,FPN 2.0,Nepal,NPL,2021,YR2021,..,..,4.621,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.126,..,..,..,..,..,76.4,..,..,22.9,30034989
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2017,YR2017,0.297,1.771,2.743,9.24,0.607,0.892,0.322,0.614,0.255,0.053,0.221,0.325,0.117,0.224,0.093,0.019,1.89,2.77,1.91,0.79,0.16,0.265,1.581,2.449,0.043,0.254,0.394,0,0.3,0.4,0,0,0.1,17131296
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2018,YR2018,..,..,2.821,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.519,..,..,..,..,..,0.3,..,..,0,17231624
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2019,YR2019,..,..,2.932,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.618,..,..,..,..,..,0.2,..,..,0,17344874
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2020,YR2020,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.679,..,..,..,..,..,0.2,..,..,0,17441500
Food Prices for Nutrition 2.0,FPN 2.0,Netherlands,NLD,2021,YR2021,..,..,2.963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.646,..,..,..,..,..,0.1,..,..,0,17533044
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2017,YR2017,0.489,2.223,2.671,5.46,0.663,0.6,0.313,0.739,0.299,0.056,0.248,0.225,0.117,0.277,0.112,0.021,2.12,1.92,2.36,0.96,0.18,0.437,1.985,2.385,0.058,0.265,0.319,..,..,..,..,..,..,4813600
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2018,YR2018,..,..,2.589,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.312,..,..,..,..,..,..,..,..,..,4900600
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2019,YR2019,..,..,2.722,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.43,..,..,..,..,..,..,..,..,..,4979200
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2020,YR2020,..,..,2.817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.515,..,..,..,..,..,..,..,..,..,5090200
Food Prices for Nutrition 2.0,FPN 2.0,New Zealand,NZL,2021,YR2021,..,..,2.797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.497,..,..,..,..,..,..,..,..,..,5122600
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2017,YR2017,1.436,2.489,3.191,2.22,0.373,0.743,0.587,1.016,0.331,0.14,0.117,0.233,0.184,0.318,0.104,0.044,0.64,1.27,1.73,0.56,0.24,1.282,2.222,2.849,0.421,0.729,0.935,5.7,21.2,32.3,0.4,1.4,2.1,6480532
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2018,YR2018,..,..,3.245,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.897,..,..,..,..,..,34.4,..,..,2.3,6572233
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2019,YR2019,..,..,3.279,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.928,..,..,..,..,..,35.6,..,..,2.4,6663924
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2020,YR2020,..,..,3.335,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.978,..,..,..,..,..,37,..,..,2.5,6755895
Food Prices for Nutrition 2.0,FPN 2.0,Nicaragua,NIC,2021,YR2021,..,..,3.54,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.161,..,..,..,..,..,34.2,..,..,2.3,6850540
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2017,YR2017,0.608,1.658,2.85,4.69,0.601,0.473,0.401,1.138,0.094,0.144,0.211,0.166,0.141,0.399,0.033,0.051,1.5,1.18,2.84,0.23,0.36,0.543,1.48,2.545,0.867,2.364,4.064,13.6,77.1,92.9,3,16.8,20.2,21737922
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2018,YR2018,..,..,2.812,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.511,..,..,..,..,..,91.4,..,..,20.6,22577058
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2019,YR2019,..,..,2.792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.493,..,..,..,..,..,90.4,..,..,21.2,23443393
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2020,YR2020,..,..,2.902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.591,..,..,..,..,..,90.9,..,..,22.1,24333639
Food Prices for Nutrition 2.0,FPN 2.0,Niger,NER,2021,YR2021,..,..,3.155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.817,..,..,..,..,..,92,..,..,23.2,25252722
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2017,YR2017,1.382,2.115,3.565,2.58,0.522,0.932,0.757,0.994,0.23,0.13,0.146,0.261,0.212,0.279,0.065,0.036,0.69,1.23,1.31,0.3,0.17,1.234,1.888,3.183,0.234,0.358,0.603,44.4,69.4,90.2,85.8,134.3,174.6,193495907
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2018,YR2018,..,..,3.724,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.325,..,..,..,..,..,91.1,..,..,180.6,198387623
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2019,YR2019,..,..,3.87,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.455,..,..,..,..,..,91.8,..,..,186.7,203304492
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2020,YR2020,..,..,4.016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.586,..,..,..,..,..,93.1,..,..,194,208327405
Food Prices for Nutrition 2.0,FPN 2.0,Nigeria,NGA,2021,YR2021,..,..,4.325,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.862,..,..,..,..,..,93.5,..,..,199.5,213401323
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2017,YR2017,0.892,3.011,3.386,1.1245433410827,0.587,1.103,0.611,0.608,0.375,0.101,0.173,0.326,0.18,0.18,0.111,0.03,0.96,1.81,1,0.61,0.17,0.797,2.688,3.024,0.113,0.365,0.433,1.1,1.4,1.9,4.1,5.1,6.8,361731237
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2018,YR2018,..,..,3.313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.958,..,..,..,..,..,1.6,..,..,6,363967201
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2019,YR2019,..,..,3.343,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.985,..,..,..,..,..,1.4,..,..,5.2,365995094
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2020,YR2020,..,..,3.373,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.012,..,..,..,..,..,1.2,..,..,4.4,369602177
Food Prices for Nutrition 2.0,FPN 2.0,North America,NAC,2021,YR2021,..,..,3.32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.964,..,..,..,..,..,1.1,..,..,4.2,370203720
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2017,YR2017,0.73,2.972,3.318,4.55,0.64,0.712,0.525,0.949,0.347,0.146,0.193,0.215,0.158,0.286,0.105,0.044,1.22,1.36,1.81,0.66,0.28,0.652,2.654,2.963,0.096,0.389,0.434,2.6,16.8,20.1,0.1,0.3,0.4,2074502
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2018,YR2018,..,..,3.324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.968,..,..,..,..,..,17.7,..,..,0.4,2076217
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2019,YR2019,..,..,3.464,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.093,..,..,..,..,..,16.6,..,..,0.3,2076694
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2020,YR2020,..,..,3.427,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.06,..,..,..,..,..,17.5,..,..,0.4,2072531
Food Prices for Nutrition 2.0,FPN 2.0,North Macedonia,MKD,2021,YR2021,..,..,3.616,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.229,..,..,..,..,..,15.5,..,..,0.3,2065092
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2017,YR2017,1.122,2.849,3.325,2.96,0.615,1.122,0.565,0.691,0.257,0.075,0.185,0.337,0.17,0.208,0.077,0.023,1.09,1.99,1.22,0.45,0.13,1.002,2.544,2.969,0.15,0.382,0.446,0.3,0.5,0.6,0,0,0,5276968
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2018,YR2018,..,..,3.432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.064,..,..,..,..,..,0.4,..,..,0,5311916
Food Prices for Nutrition 2.0,FPN 2.0,Norway,NOR,2019,YR2019,..,..,3.479,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.106,..,..,..,..,..,0.4,..,..,0,5347896
